"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00022907","1881-04-12","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -18",",,r"
"RSM00022907","1881-04-13","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -13",",,r"
"RSM00022907","1881-04-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    1",",,r"
"RSM00022907","1881-04-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    2",",,r"
"RSM00022907","1881-04-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   10",",,r"
"RSM00022907","1881-04-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -5",",,r"
"RSM00022907","1881-04-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   -7",",,r"
"RSM00022907","1881-04-19","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"   25",",,r"
"RSM00022907","1881-04-20","60.08","26.97","6.0","GOGLAND, RS","   42",",,r",,,,,"   17",",,r"
"RSM00022907","1881-04-21","60.08","26.97","6.0","GOGLAND, RS","   26",",,r",,,,,"   17",",,r"
"RSM00022907","1881-04-22","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"    0",",,r"
"RSM00022907","1881-04-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  -18",",,r"
"RSM00022907","1881-04-24","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"   -6",",,r"
"RSM00022907","1881-04-25","60.08","26.97","6.0","GOGLAND, RS","   12",",,r",,,,,"   25",",,r"
"RSM00022907","1881-04-26","60.08","26.97","6.0","GOGLAND, RS","   35",",,r",,,,,"   29",",,r"
"RSM00022907","1881-04-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   21",",,r"
"RSM00022907","1881-04-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   14",",,r"
"RSM00022907","1881-04-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    6",",,r"
"RSM00022907","1881-04-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    7",",,r"
"RSM00022907","1881-05-01","60.08","26.97","6.0","GOGLAND, RS","   34",",,r",,,,,"   -3",",,r"
"RSM00022907","1881-05-02","60.08","26.97","6.0","GOGLAND, RS","   54",",,r",,,,,"   24",",,r"
"RSM00022907","1881-05-03","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"   15",",,r"
"RSM00022907","1881-05-04","60.08","26.97","6.0","GOGLAND, RS","   41",",,r",,,,,"   27",",,r"
"RSM00022907","1881-05-05","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   11",",,r"
"RSM00022907","1881-05-06","60.08","26.97","6.0","GOGLAND, RS","   34",",,r",,,,,"   21",",,r"
"RSM00022907","1881-05-07","60.08","26.97","6.0","GOGLAND, RS","    7",",,r",,,,,"   24",",,r"
"RSM00022907","1881-05-08","60.08","26.97","6.0","GOGLAND, RS","   25",",,r",,,,,"   39",",,r"
"RSM00022907","1881-05-09","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"   10",",,r"
"RSM00022907","1881-05-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"    6",",,r"
"RSM00022907","1881-05-11","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   12",",,r"
"RSM00022907","1881-05-12","60.08","26.97","6.0","GOGLAND, RS","   12",",,r",,,,,"   16",",,r"
"RSM00022907","1881-05-13","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"   29",",,r"
"RSM00022907","1881-05-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   83",",,r"
"RSM00022907","1881-05-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   43",",,r"
"RSM00022907","1881-05-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   56",",,r"
"RSM00022907","1881-05-17","60.08","26.97","6.0","GOGLAND, RS","   28",",,r",,,,,"  110",",,r"
"RSM00022907","1881-05-18","60.08","26.97","6.0","GOGLAND, RS","    2",",,r",,,,,"   41",",,r"
"RSM00022907","1881-05-19","60.08","26.97","6.0","GOGLAND, RS","   14",",,r",,,,,"   71",",,r"
"RSM00022907","1881-05-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   55",",,r"
"RSM00022907","1881-05-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   37",",,r"
"RSM00022907","1881-05-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   45",",,r"
"RSM00022907","1881-05-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   80",",,r"
"RSM00022907","1881-05-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   98",",,r"
"RSM00022907","1881-05-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  103",",,r"
"RSM00022907","1881-05-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   46",",,r"
"RSM00022907","1881-05-27","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"   55",",,r"
"RSM00022907","1881-05-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   51",",,r"
"RSM00022907","1881-05-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   62",",,r"
"RSM00022907","1881-05-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   81",",,r"
"RSM00022907","1881-05-31","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   83",",,r"
"RSM00022907","1881-06-01","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   85",",,r"
"RSM00022907","1881-06-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   87",",,r"
"RSM00022907","1881-06-03","60.08","26.97","6.0","GOGLAND, RS","   16",",,r",,,,,"   78",",,r"
"RSM00022907","1881-06-04","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   70",",,r"
"RSM00022907","1881-06-05","60.08","26.97","6.0","GOGLAND, RS","   18",",,r",,,,,"   91",",,r"
"RSM00022907","1881-06-06","60.08","26.97","6.0","GOGLAND, RS","   24",",,r",,,,,"   89",",,r"
"RSM00022907","1881-06-07","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,,"  122",",,r"
"RSM00022907","1881-06-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  159",",,r"
"RSM00022907","1881-06-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  156",",,r"
"RSM00022907","1881-06-10","60.08","26.97","6.0","GOGLAND, RS","   32",",,r",,,,,"  137",",,r"
"RSM00022907","1881-06-11","60.08","26.97","6.0","GOGLAND, RS","   30",",,r",,,,,"   88",",,r"
"RSM00022907","1881-06-12","60.08","26.97","6.0","GOGLAND, RS","   15",",,r",,,,,"   86",",,r"
"RSM00022907","1881-06-13","60.08","26.97","6.0","GOGLAND, RS","   44",",,r",,,,,"   76",",,r"
"RSM00022907","1881-06-14","60.08","26.97","6.0","GOGLAND, RS","   16",",,r",,,,,"   78",",,r"
"RSM00022907","1881-06-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   97",",,r"
"RSM00022907","1881-06-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"   98",",,r"
"RSM00022907","1881-06-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  131",",,r"
"RSM00022907","1881-06-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  141",",,r"
"RSM00022907","1881-06-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  134",",,r"
"RSM00022907","1881-06-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  126",",,r"
"RSM00022907","1881-06-21","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"  144",",,r"
"RSM00022907","1881-06-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  165",",,r"
"RSM00022907","1881-06-23","60.08","26.97","6.0","GOGLAND, RS","   74",",,r",,,,,"  215",",,r"
"RSM00022907","1881-06-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  128",",,r"
"RSM00022907","1881-06-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  139",",,r"
"RSM00022907","1881-06-26","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  137",",,r"
"RSM00022907","1881-06-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  141",",,r"
"RSM00022907","1881-06-28","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  166",",,r"
"RSM00022907","1881-06-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  182",",,r"
"RSM00022907","1881-06-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  207",",,r"
"RSM00022907","1881-07-01","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  189",",,r"
"RSM00022907","1881-07-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  175",",,r"
"RSM00022907","1881-07-03","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  178",",,r"
"RSM00022907","1881-07-04","60.08","26.97","6.0","GOGLAND, RS","  124",",,r",,,,,"  179",",,r"
"RSM00022907","1881-07-05","60.08","26.97","6.0","GOGLAND, RS","   28",",,r",,,,,"  157",",,r"
"RSM00022907","1881-07-06","60.08","26.97","6.0","GOGLAND, RS","   20",",,r",,,,,"  133",",,r"
"RSM00022907","1881-07-07","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"  123",",,r"
"RSM00022907","1881-07-08","60.08","26.97","6.0","GOGLAND, RS","   32",",,r",,,,,"  115",",,r"
"RSM00022907","1881-07-09","60.08","26.97","6.0","GOGLAND, RS","    2",",,r",,,,,"  130",",,r"
"RSM00022907","1881-07-10","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  168",",,r"
"RSM00022907","1881-07-11","60.08","26.97","6.0","GOGLAND, RS","   52",",,r",,,,,"  165",",,r"
"RSM00022907","1881-07-12","60.08","26.97","6.0","GOGLAND, RS","   37",",,r",,,,,"  150",",,r"
"RSM00022907","1881-07-13","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"  166",",,r"
"RSM00022907","1881-07-14","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  160",",,r"
"RSM00022907","1881-07-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  148",",,r"
"RSM00022907","1881-07-16","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  160",",,r"
"RSM00022907","1881-07-17","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  136",",,r"
"RSM00022907","1881-07-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  129",",,r"
"RSM00022907","1881-07-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  131",",,r"
"RSM00022907","1881-07-20","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  149",",,r"
"RSM00022907","1881-07-21","60.08","26.97","6.0","GOGLAND, RS","  102",",,r",,,,,"  168",",,r"
"RSM00022907","1881-07-22","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  149",",,r"
"RSM00022907","1881-07-23","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  151",",,r"
"RSM00022907","1881-07-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  164",",,r"
"RSM00022907","1881-07-25","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  167",",,r"
"RSM00022907","1881-07-26","60.08","26.97","6.0","GOGLAND, RS","   36",",,r",,,,,"  186",",,r"
"RSM00022907","1881-07-27","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  199",",,r"
"RSM00022907","1881-07-28","60.08","26.97","6.0","GOGLAND, RS","    4",",,r",,,,,"  166",",,r"
"RSM00022907","1881-07-29","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  149",",,r"
"RSM00022907","1881-07-30","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  157",",,r"
"RSM00022907","1881-07-31","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  159",",,r"
"RSM00022907","1881-08-01","60.08","26.97","6.0","GOGLAND, RS","   66",",,r",,,,,"  172",",,r"
"RSM00022907","1881-08-02","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  157",",,r"
"RSM00022907","1881-08-03","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  142",",,r"
"RSM00022907","1881-08-04","60.08","26.97","6.0","GOGLAND, RS","  112",",,r",,,,,"  136",",,r"
"RSM00022907","1881-08-05","60.08","26.97","6.0","GOGLAND, RS","   57",",,r",,,,,"  146",",,r"
"RSM00022907","1881-08-06","60.08","26.97","6.0","GOGLAND, RS","   60",",,r",,,,,"  153",",,r"
"RSM00022907","1881-08-07","60.08","26.97","6.0","GOGLAND, RS","   12",",,r",,,,,"  148",",,r"
"RSM00022907","1881-08-08","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  158",",,r"
"RSM00022907","1881-08-09","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  154",",,r"
"RSM00022907","1881-08-10","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"  172",",,r"
"RSM00022907","1881-08-11","60.08","26.97","6.0","GOGLAND, RS","   29",",,r",,,,,"  154",",,r"
"RSM00022907","1881-08-12","60.08","26.97","6.0","GOGLAND, RS","  204",",,r",,,,,"  155",",,r"
"RSM00022907","1881-08-13","60.08","26.97","6.0","GOGLAND, RS","  190",",,r",,,,,"  140",",,r"
"RSM00022907","1881-08-14","60.08","26.97","6.0","GOGLAND, RS","  146",",,r",,,,,"  153",",,r"
"RSM00022907","1881-08-15","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  148",",,r"
"RSM00022907","1881-08-16","60.08","26.97","6.0","GOGLAND, RS","   75",",,r",,,,,"  154",",,r"
"RSM00022907","1881-08-17","60.08","26.97","6.0","GOGLAND, RS","  153",",,r",,,,,"  140",",,r"
"RSM00022907","1881-08-18","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  151",",,r"
"RSM00022907","1881-08-19","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  158",",,r"
"RSM00022907","1881-08-20","60.08","26.97","6.0","GOGLAND, RS","    1",",,r",,,,,"  152",",,r"
"RSM00022907","1881-08-21","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  155",",,r"
"RSM00022907","1881-08-22","60.08","26.97","6.0","GOGLAND, RS","   36",",,r",,,,,"  142",",,r"
"RSM00022907","1881-08-23","60.08","26.97","6.0","GOGLAND, RS","   33",",,r",,,,,"  140",",,r"
"RSM00022907","1881-08-24","60.08","26.97","6.0","GOGLAND, RS","    0",",,r",,,,,"  139",",,r"
"RSM00022907","1881-08-25","60.08","26.97","6.0","GOGLAND, RS","   62",",,r",,,,,"  138",",,r"
"RSM00022907","1881-08-26","60.08","26.97","6.0","GOGLAND, RS","    8",",,r",,,,,"  144",",,r"
"RSM00022907","1881-08-27","60.08","26.97","6.0","GOGLAND, RS","   27",",,r",,,,,"  159",",,r"
"RSM00022907","1881-08-28","60.08","26.97","6.0","GOGLAND, RS","   49",",,r",,,,,"  161",",,r"
"RSM00022907","1881-08-29","60.08","26.97","6.0","GOGLAND, RS","  127",",,r",,,,,"  142",",,r"
